Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
922; S-[(2-Оксо-6-хлорбензоксазол-3-ил)метил]-O,O-диэтилдитиофосфат ; 2310-17-0  ;CHClNOPS           ;0,001;  орг.зап.        ;4
923; Октагидро-1,3,5,7-тетранитро-1,3,5,7-тетразоцин ; 2691-41-0  ;CHNO               ;0,2;    с.-т.         ;2
924; (Z)-Октадец-9-еновая кислота                    ; 112-80-1   ;CHO                ;0,5;    общ.          ;4
925; 6-(Октадециламино)гексаноат натрия              ;            ;CHNNaO             ;0,5;    общ.          ;4
926; Октан-1-ол                                      ; 111-87-5   ;CHO                ;0,05; орг.привк.       ;3
927; 2,2,3,3,4,4,5,5-Октафторпентан-1-ол             ; 355-80-6   ;CHFO               ;0,25;  орг.зап.        ;4
928; Октахлорпин-2-ен                                ;25267-15-6  ;CHCl               ;0,2;    с.-т.         ;3
929; Октил-2,4-дихлорфеноксиацетат                   ; 1928-44-5  ;CHClO              ;0,2;  орг.зап.        ;3
930; ОП-7                                            ;            ;                   ;0,1;  орг.пена        ;4
931; ОП-10                                           ;            ;                   ;0,1;  орг.пена        ;4
932; ОПС-Б                                           ;            ;                   ;2;    общ.          ;3
933; ОПС-М                                           ;            ;                   ;0,5;    с.-т.         ;2
934; Пантотеноат кальция                             ;            ;CHCaNO             ;0,4;    с.-т.         ;3
935; Пентадециламин гидрохлорид                      ; 1838-05-7  ;CHN + ClH          ;0,4;   орг.эап        ;3
936; Пентандиаль                                     ; 111-30-8   ;CHO                ;0,07;    с.-т.         ;2
937; Пентан-1-ол                                     ;  71-41-0   ;CHO                ;1,5;  орг.зап.        ;3
938; Пентан-3-он                                     ;  96-22-0   ;CHO                ;0,1;  орг.зап.        ;4
939; Пентахлорбифенил                                ;25429-29-2  ;CHCl               ;0,001;    с.-т.         ;1
940; Пентахлорбутан                                  ;31391-27-2  ;CHCl               ;0,02;  орг.зап.        ;3
941; Пентахлорметилпиридин                           ;            ;CHClN              ;0,02;    с.-т.         ;2
942; Пентахлорпропан                                 ;16714-68-4  ;CHCl               ;0,03;  орг.зап.        ;3
943; 1-(Пентахлорфенил)этанон                        ;25201-35-8  ;CHClO              ;0,02; орг.привк.       ;3
944; Пентахлорфенолят натрия                         ; 131-52-2   ;CClNaO             ;5;  орг.зап.        ;3
945; Пентахлорфенолят терпеномалеинового аддукта     ;            ;                   ;1;    с.-т.         ;2
946; Пероксид водорода                               ; 7722-84-1  ;НО                 ;0,1;    с.-т.         ;2
947; Перфторгептановая кислота                       ; 375-85-9   ;CHFO               ;1;    с.-т.         ;2
948; Пиперазин                                       ; 110-85-0   ;CHN                ;9;  орг.зап.        ;3
949; Пиперидин                                       ; 110-89-4   ;CHN                ;0,06;    с.-т.         ;3
950; Пиридин                                         ; 110-86-1   ;CHN                ;0,2;    с.-т.         ;2
951; Пиролизат древесной смолы                       ;            ;                   ;0,02;  орг.зап.        ;4
952; Полиаминометилфосфат                            ;            ;[CHNOP]n           ;5;    общ.          ;3
953; Поли(гексаметиленгуанидин гидрохлорид)          ;            ;[CHN + ClH]n       ;0,1;    общ.          ;3
954; Поли(1 гидрокси-4,6-метилбензол-2-карбонат натрия);            ;                   ;0,1;  орг.зап.        ;4
955; Поли(диметилдипроп-2-ениламинийхлорид)          ;            ;[CHClN]n           ;0,1;    с.-т.         ;3
956; Поли[иминоэтан-1,2-диил]                        ; 9002-98-6  ;[CHN]n             ;0,1;    с.-т.         ;2
957; Полимер 2-метилпроп-2-еновой кислоты и метил-2-метилпроп-2-еноата;            ;[СНО]n[СНО]m       ;10;    с.-т.         ;2
958; Полимер 2-метилпроп-2-еновой кислоты и 2-метилпроп-2-енамида;            ;[CHO]n[CHNO]m      ;5;    с.-т.         ;2
959; Полиметилгидросилоксан                          ;            ;                   ;2;   орг.пл.        ;4
960; Полиметилдихлорфенилсилоксан                    ;            ;                   ;10;   орг.пл.        ;4
961; Полиметилфенилсилоксан ФМ-5                     ;            ;                   ;2,5;   орг.пл.        ;4
962; Полиметилфенилсилоксан ФМ-1322/30               ;            ;                   ;10;   орг.пл.        ;4
963; Полиоксипропилендиамин ДА 500                   ;            ;                   ;0,3; орг.привк.       ;2
964; Полиоксипропилендиамин ДА-1050                  ;            ;                   ;0,3;    с.-т.         ;2
965; Полиоксипропилентриамин ТА 1500                 ;            ;                   ;0,2;    с.-т.         ;4
966; Полиоксипропилентриамин ТА 1100                 ;            ;                   ;0,03;    с.-т.         ;2
967; Полиоксипропилентриамин ТА 750                  ;            ;                   ;0,03;  орг.пена        ;2
